headword,pos,definition,examples,synonyms
adore,verb,love intensely [verb.emotion],"he just adored his wife | ""he just adored his wife""",
adorn,verb,"make more attractive by adding ornament, colour, etc. [verb.creation] | be beautiful to look at [verb.stative] | furnish with power or authority [verb.social]","Decorate the room for the party | beautify yourself for the special day | ""Decorate the room for the party"" | ""beautify yourself for the special day"" | Flowers adorned the tables everywhere","decorate, grace, ornament, embellish, beautify, deck, invest, clothe"
adsorb,verb,accumulate (liquids or gases) on the surface [verb.contact],,
adulate,verb,flatter in an obsequious manner [verb.communication],,
adulterate,verb,"corrupt, debase, or make impure by adding a foreign or inferior substance [verb.change]","adulterate liquor | often by replacing valuable ingredients with inferior ones | ""adulterate liquor""","load, stretch, dilute, debase"
adumbrate,verb,describe roughly or briefly or give the main points or summary of [verb.communication] | give to understand [verb.communication],"sketch the outline of the book | outline his ideas | ""sketch the outline of the book"" | ""outline his ideas"" | I insinuated that I did not like his wife","sketch, outline, intimate, insinuate"
advance,verb,"move forward, also in the metaphorical sense [verb.motion] | bring forward for consideration or acceptance [verb.communication] | increase or raise [verb.change] | contribute to the progress or growth of [verb.social] | cause to move forward [verb.motion] | obtain advantages, such as points, etc. [verb.competition] | develop in a positive way [verb.change] | develop further [verb.change] | give a promotion to or assign to a higher position [verb.social] | pay in advance [verb.possession] | move forward [verb.motion] | rise in rate or price [verb.change]","Time marches on | ""Time marches on"" | advance an argument | ""advance an argument"" | boost the voltage in an electrical circuit","progress, pass on, move on, march on, go on, throw out, boost, supercharge, promote, further, encourage, bring forward, gain, win, pull ahead, make headway, get ahead, gain ground, come on, come along"
advantage,verb,give an advantage to [verb.social],"This system advantages the rich | ""This system advantages the rich""",
advect,verb,convey by horizontal mass movement of a fluid [verb.motion],"energy advected from the environment | ""energy advected from the environment""",
adventure,verb,take a risk in the hope of a favorable outcome [verb.social] | put at risk [verb.social],"When you buy these stocks you are gambling | ""When you buy these stocks you are gambling"" | I will stake my good reputation for this | ""I will stake my good reputation for this""","gamble, chance, risk, hazard, take chances, run a risk, take a chance, venture, stake, jeopardize"
advert,verb,give heed (to) [verb.perception] | make a more or less disguised reference to [verb.communication] | make reference to [verb.communication],"The children in the audience attended the recital quietly | She hung on his every word | They attended to everything he said | ""The children in the audience attended the recital quietly"" | ""She hung on his every word""","attend, hang, pay heed, give ear, allude, touch, mention, bring up, cite, name, refer"
advertise,verb,call attention to [verb.communication] | make publicity for [verb.communication],"Please don't advertise the fact that he has AIDS | ""Please don't advertise the fact that he has AIDS"" | The salesman is aggressively pushing the new computer model | The company is heavily advertizing their new laptops | try to sell (a product)","publicize, advertize, publicise, promote, push"
advertize,verb,make publicity for [verb.communication] | call attention to [verb.communication],"The salesman is aggressively pushing the new computer model | The company is heavily advertizing their new laptops | try to sell (a product) | ""The salesman is aggressively pushing the new computer model"" | ""The company is heavily advertizing their new laptops""","advertise, promote, push, publicize, publicise"
advise,verb,"give advice to [verb.communication] | inform (somebody) of something [verb.communication] | make a proposal, declare a plan for something [verb.communication]","The teacher counsels troubled students | The lawyer counselled me when I was accused of tax fraud | ""The teacher counsels troubled students"" | ""The lawyer counselled me when I was accused of tax fraud"" | I advised him that the rent was due","rede, counsel, notify, give notice, send word, apprise, apprize, propose, suggest"
advocate,verb,"push for something [verb.communication] | speak, plead, or argue in favor of [verb.communication]","The travel agent recommended strongly that we not travel on Thanksgiving Day | ""The travel agent recommended strongly that we not travel on Thanksgiving Day"" | The doctor advocated a smoking ban in the entire house | ""The doctor advocated a smoking ban in the entire house""","recommend, urge, preach"
aerate,verb,"expose to fresh air [verb.perception] | aerate (sewage) so as to favor the growth of organisms that decompose organic matter [verb.change] | impregnate, combine, or supply with oxygen [verb.change]","aerate your old sneakers | ""aerate your old sneakers"" | oxygenate blood | ""oxygenate blood""","air out, air, activate, oxygenate, oxygenize, oxygenise"
aerify,verb,turn into gas [verb.change],"The substance gasified | ""The substance gasified""","gasify, vaporize, vaporise"
aerosolise,verb,become dispersed as an aerosol [verb.contact] | disperse as an aerosol [verb.contact],"the bacteria quickly aerosolised | ""the bacteria quickly aerosolised"" | The bacteria suspension was aerosolized | ""The bacteria suspension was aerosolized""",aerosolize
