headword,pos,definition,examples,synonyms
abortion pill,noun,an abortion-inducing drug (trade name RU_486) developed in France [noun.artifact],when taken during the first five weeks of pregnancy it blocks the action of progesterone so that the uterus sloughs off the embryo,"mifepristone, RU 486"
abortion-inducing drug,noun,a drug (or other chemical agent) that causes abortion [noun.artifact],,"abortifacient, aborticide"
abortionist,noun,a person (who should be a doctor) who terminates pregnancies [noun.person],,
abortus,noun,a human fetus whose weight is less than 0.5 kilogram when removed or expelled from the mother's body [noun.animal],,
aboulia,noun,a loss of will power [noun.state],,abulia
about turn,noun,"act of pivoting 180 degrees, especially in a military formation [noun.act]",,about-face
about-face,noun,"act of pivoting 180 degrees, especially in a military formation [noun.act] | a major change in attitude or principle or point of view [noun.act]","an about-face on foreign policy | ""an about-face on foreign policy""","about turn, volte-face, reversal, policy change"
above,noun,an earlier section of a written text [noun.communication],"for instructions refer to the above | ""for instructions refer to the above""",
abracadabra,noun,gibberish and nonsense [noun.communication],,
abrachia,noun,the condition of having no arms [noun.state],,
abradant,noun,a substance that abrades or wears down [noun.substance] | a tool or machine used for wearing down or smoothing or polishing [noun.artifact],,"abrasive, abrasive material, abrader"
abrader,noun,a tool or machine used for wearing down or smoothing or polishing [noun.artifact],,abradant
abrading stone,noun,a primitive stone artifact (usually made of sandstone) used as an abrader [noun.artifact],,
abraham,noun,the first of the Old Testament patriarchs and the father of Isaac [noun.person],"Judaism, Christianity, and Islam each has a special claim on Abraham | according to Genesis, God promised to give Abraham's family (the Hebrews) the land of Canaan (the Promised Land) | God tested Abraham by asking him to sacrifice his son | ""Judaism, Christianity, and Islam each has a special claim on Abraham""",Ibrahim
abraham lincoln,noun,16th President of the United States [noun.person],saved the Union during the American Civil War and emancipated the slaves | was assassinated by Booth (1809-1865),"Lincoln, President Lincoln, President Abraham Lincoln"
abraham stoker,noun,Irish writer of the horror novel about Dracula (1847-1912) [noun.person],,"Stoker, Bram Stoker"
abraham's bosom,noun,the place where the just enjoy the peace of heaven after death [noun.cognition],,bosom of Abraham
abramis,noun,European fishes [noun.animal],,genus Abramis
abramis brama,noun,European freshwater fish having a flattened body and silvery scales [noun.animal],of little value as food,European bream
abrasion,noun,an abraded area where the skin is torn or worn off [noun.state] | erosion by friction [noun.process] | the wearing down of rock particles by friction due to water or wind or ice [noun.phenomenon],,"scratch, scrape, excoriation, attrition, corrasion, detrition, grinding"
abrasive,noun,a substance that abrades or wears down [noun.substance],,"abradant, abrasive material"
abrasive material,noun,a substance that abrades or wears down [noun.substance],,"abrasive, abradant"
abrasiveness,noun,the roughness of a substance that causes abrasions [noun.attribute] | the quality of being sharply disagreeable [noun.attribute],,"harshness, scratchiness"
abreaction,noun,(psychoanalysis) purging of emotional tensions [noun.act],,"catharsis, katharsis"
abridgement,noun,a shortened version of a written work [noun.communication],,"condensation, abridgment, capsule"
abridger,noun,one who shortens or abridges or condenses a written work [noun.person],,abbreviator
abridgment,noun,a shortened version of a written work [noun.communication],,"condensation, abridgement, capsule"
abrocoma,noun,abrocomes [noun.animal],,genus Abrocoma
abrocome,noun,ratlike rodent with soft fur and large ears of the Andes [noun.animal],,"chinchilla rat, rat chinchilla"
abrogation,noun,the act of abrogating [noun.act],an official or legal cancellation,"repeal, annulment"
abrogator,noun,an authority or official empowered to abolish or annul or repeal [noun.person],,
abronia,noun,genus of western North American herbs having showy flowers [noun.plant],,genus Abronia
abronia elliptica,noun,plant having heads of fragrant white trumpet-shaped flowers [noun.plant],grows in sandy arid regions,"snowball, sweet sand verbena"
abronia fragrans,noun,taller than Abronia elliptica and having night-blooming flowers [noun.plant],,sweet sand verbena
abronia latifolia,noun,plant having hemispherical heads of yellow trumpet-shaped flowers [noun.plant],found in coastal dunes from California to British Columbia,yellow sand verbena
abronia maritima,noun,plant having hemispherical heads of wine-red flowers [noun.plant],found in coastal dunes from California to Mexico,beach pancake
abronia umbellata,noun,prostrate herb having heads of deep pink to white flowers [noun.plant],found in coastal dunes from British Columbia to Baja California,"beach sand verbena, pink sand verbena"
abronia villosa,noun,soft-haired sticky plant with heads of bright pink trumpet-shaped flowers [noun.plant],found in sandy desert soil | after ample rains may carpet miles of desert with pink from the southwestern United States to northern Mexico,desert sand verbena
abruptio placentae,noun,a disorder of pregnancy in which the placenta prematurely separates from the wall of the uterus [noun.state],,
abruption,noun,an instance of sudden interruption [noun.act],,breaking off
abruptly-pinnate leaf,noun,a pinnate leaf with a pair of leaflets at the apex [noun.plant],,even-pinnate leaf
abruptness,noun,an abrupt discourteous manner [noun.attribute] | the property possessed by a slope that is very steep [noun.attribute] | the quality of happening with headlong haste or without warning [noun.attribute],,"brusqueness, curtness, gruffness, shortness, precipitousness, steepness, precipitateness, precipitance, precipitancy, suddenness"
abruzzi,noun,a mountainous region of central Italy on the Adriatic [noun.location],,Abruzzi e Molise
abruzzi e molise,noun,a mountainous region of central Italy on the Adriatic [noun.location],,Abruzzi
abs,noun,any of a class of composite plastics used to make car bodies and cases for computers and other appliances [noun.substance],,acrylonitrile-butadiene-styrene
abscess,noun,symptom consisting of a localized collection of pus surrounded by inflamed tissue [noun.state],,
abscessed tooth,noun,an abscess of a common kind in the tissue around a tooth [noun.state],,
abscissa,noun,the value of a coordinate on the horizontal axis [noun.cognition],,
abscission,noun,shedding of flowers and leaves and fruit following formation of scar tissue in a plant [noun.process] | the act of cutting something off [noun.act],,cutting off
absconder,noun,a fugitive who runs away and hides to avoid arrest or prosecution [noun.person],,
abscondment,noun,the act of running away secretly (as to avoid arrest) [noun.act],,decampment
abseil,noun,(mountaineering) a descent of a vertical cliff or wall made by using a doubled rope that is fixed to a higher point and wrapped around the body [noun.act],,rappel
abseiler,noun,a person who descends down a nearly vertical face by using a doubled rope that is wrapped around the body and attached to some high point [noun.person],,rappeller
absence,noun,"the state of being absent [noun.state] | failure to be present [noun.act] | the time interval during which something or somebody is away [noun.time] | the occurrence of an abrupt, transient loss or impairment of consciousness (which is not subsequently remembered), sometimes with light twitching, fluttering eyelids, etc. [noun.state]","he was surprised by the absence of any explanation | ""he was surprised by the absence of any explanation"" | he visited during my absence | ""he visited during my absence"" | common in petit mal epilepsy",absence seizure
absence seizure,noun,"the occurrence of an abrupt, transient loss or impairment of consciousness (which is not subsequently remembered), sometimes with light twitching, fluttering eyelids, etc. [noun.state]",common in petit mal epilepsy,absence
absence without leave,noun,unauthorized military absence [noun.act],,unauthorized absence
absentee,noun,one that is absent or not in residence [noun.person],,
